index,epsilon,pvalue,gene,product
NTC_209,-0.051433000000000006,0.03487867270129325,NTC,-0.07496051411156389
C19orf66,-0.21656699999999995,0.4505684875928909,C19orf66,-0.07498398174377686
NTC_2704,-0.06746516666666665,0.07735113857730193,NTC,-0.07498977861678388
NTC_677,-0.07327733333333332,0.09474322246214532,NTC,-0.07499582220755574
RRN3,-0.20724499999999998,0.4343493707643178,RRN3,-0.07505601568129794
NTC_2002,-0.14876950000000005,0.3128330917531699,NTC,-0.07508207923201375
C4BPA,-0.044344500000000016,0.0202597832001004,C4BPA,-0.07509143339233383
NTC_1891,-0.19524166666666665,0.4124541084189036,NTC,-0.07509470227204415
NTC_1964,-0.3305928333333332,0.5927007212366397,NTC,-0.0750989703273911
COMMD2,-0.08492283333333334,0.13025318923232015,COMMD2,-0.07517468008053163
IL6R,-0.2409036666666667,0.4873897369272311,IL6R,-0.07519172453279334
NTC_2211,-0.08539633333333332,0.13163127816915307,NTC,-0.07520350397885144
NTC_2530,-0.05120466666666667,0.033977429410867364,NTC,-0.07520989987731108
SAP18,-0.28888899999999995,0.5490227059668504,SAP18,-0.075229496099809
MEX3D,-0.18782266666666667,0.3976028121413693,MEX3D,-0.07523247292636405
NTC_2128,-0.062973,0.06382291659673743,NTC,-0.07525420562002208
OR14A16_ENST00000357627.1,-0.14225100000000002,0.2957091868675982,OR14A16,-0.0752700089076003
OR4C6,-0.09485966666666666,0.16075467419518386,OR4C6,-0.07530305538353785
ACTL7A,-0.21629183333333332,0.448474701969673,ACTL7A,-0.07532623728932797
NTC_2670,-0.14513299999999998,0.3024996670229376,NTC,-0.07536395295212102
NTC_221,-0.09678033333333333,0.16636972099360592,NTC,-0.0753846900212874
NTC_1542,-0.10337366666666667,0.1861989929935184,NTC,-0.07546512036597472
NTC_3173,-0.10400833333333334,0.18796611346489853,NTC,-0.07550177492003123
NTC_2873,-0.16140366666666664,0.34049221985380496,NTC,-0.07551961467901233
ATP2A3,-0.08045949999999999,0.11515343134374505,ATP2A3,-0.0755291925834374
NTC_1502,-0.3862966666666667,0.6372642380806798,NTC,-0.07559070654138564
NTC_159,-0.07711166666666668,0.1046345786835856,NTC,-0.07559447689390718
NTC_483,-0.160427,0.33771642328915485,NTC,-0.07563295924764367
MAP4K3,-0.07496666666666665,0.09796216648118417,MAP4K3,-0.0756369900231877
NTC_2813,-0.09679033333333334,0.16537715076891554,NTC,-0.07564401634682673
LINGO1,-0.080483,0.11483745848155047,LINGO1,-0.07564729384510019
PPIC,-0.04966666666666665,0.029953578231694495,PPIC,-0.07566971405444556
TIMM17A,-0.11828050000000001,0.2292013003650725,TIMM17A,-0.07567384399362533
