query,_id,_score,symbol,notfound
Cog5,238123,14.713493,Cog5,
Yars,107271,14.040277,Yars1,
Mkl2,239719,14.326718,Mkl2,
Tubgcp6,328580,14.758595,Tubgcp6,
Cdh24,239096,15.757727,Cdh24,
Iqgap2,544963,14.798019,Iqgap2,
Npas3,27386,15.06802,Npas3,
Armc10,67211,14.748047,Armc10,
Tbp,21374,14.288315,Tbp,
Notch2,18129,14.922014,Notch2,
Scrn2,217140,14.876775,Scrn2,
Pygl,110095,14.774578,Pygl,
Hdac11,232232,14.457435,Hdac11,
Galnt13,271786,14.849989,Galnt13,
Hs2st1,23908,15.305711,Hs2st1,
Pfkm,18642,15.484113,Pfkm,
Aacs,78894,14.778158,Aacs,
Cisd2,67006,14.284631,Cisd2,
Btbd19,78611,15.371898,Btbd19,
Zcchc6,214290,14.439737,Tut7,
Entpd6,12497,14.798019,Entpd6,
Rfxank,19727,14.749799,Rfxank,
Tiam2,24001,15.281735,Tiam2,
Fezf2,54713,14.831189,Fezf2,
Strn4,97387,15.0860615,Strn4,
Chaf1b,110749,14.790761,Chaf1b,
Alad,17025,14.756831,Alad,
Shc4,271849,15.209851,Shc4,
Ube2h,22214,14.727205,Ube2h,
Hmbs,15288,15.17778,Hmbs,
Mrps22,64655,14.230608,Mrps22,
Ngly1,59007,14.756831,Ngly1,
Slc7a1,11989,16.929543,Slc7a1,
Syn2,20965,14.679834,Syn2,
Actl6b,83766,15.512171,Actl6b,
Scg3,20255,14.642174,Scg3,
Mrpl37,56280,14.241234,Mrpl37,
Auts2,319974,15.258193,Auts2,
Kcnk2,16526,15.182663,Kcnk2,
Spty2d1,101685,14.790761,Spty2d1,
Tubb5,22154,16.070374,Tubb5,
Pdcd11,18572,14.749799,Pdcd11,
Kcna3,16491,15.573475,Kcna3,
Fxr2,23879,15.160834,Fxr2,
Npepl1,228961,14.756831,Npepl1,
Qrsl1,76563,14.720332,Qrsl1,
Ldb1,16825,15.27384,Ldb1,
Cd44,12505,15.289679,Cd44,
Selenbp1,20341,15.079266,Selenbp1,
Cmtm4,97487,14.803489,Cmtm4,
Reep4,72549,15.45967,Reep4,
Ski,108077,15.6919985,Ski,
Zufsp,72580,14.597669,Zup1,
Dvl1,13542,15.287025,Dvl1,
Lysmd4,75099,14.827461,Lysmd4,
Farsa,23874,18.049635,Farsa,
Cdc42bpa,226751,15.303024,Cdc42bpa,
Minpp1,17330,15.311101,Minpp1,
Ube2s,77891,15.006782,Ube2s,
Slc14a1,108052,15.844295,Slc14a1,
Usp29,57775,17.55801,Usp29,
Rims1,116837,15.247865,Rims1,
Ppp1r13l,333654,14.991911,Ppp1r13l,
Tmem168,101118,15.287025,Tmem168,
Siva1,30954,14.801664,Siva1,
Tgif2,228839,15.386121,Tgif2,
Bola3,78653,14.842437,Bola3,
Mphosph9,269702,15.175347,Mphosph9,
Abcd4,19300,14.741062,Abcd4,
Fez2,225020,15.2452965,Fez2,
Fam196b,574403,14.640248,Insyn2b,
Arl4a,11861,15.258193,Arl4a,
Ispd,75847,14.233104,Crppa,
Acox3,80911,14.480031,Acox3,
Cab39,12283,14.865228,Cab39,
Kpna6,16650,14.853782,Kpna6,
Ccnt1,12455,14.861402,Ccnt1,
Nudt16,75686,16.246387,Nudt16,
Arid5b,71371,14.820039,Arid5b,
Hnrnpul1,232989,15.065784,Hnrnpul1,
Gnal,14680,14.9482975,Gnal,
Pcca,110821,14.744551,Pcca,
Kcnip2,80906,15.065784,Kcnip2,
Wipf3,330319,14.867146,Wipf3,
Smc3,13006,14.199238,Smc3,
Ankib1,70797,15.199899,Ankib1,
Zhx2,387609,15.23762,Zhx2,
Camk2a,12322,14.865228,Camk2a,
Pcdhb12,93883,19.130804,Pcdhb12,
Eya2,14049,14.778158,Eya2,
Jam3,83964,15.240174,Jam3,
Pla2g7,27226,14.807149,Pla2g7,
Btbd17,72014,15.355033,Btbd17,
Csnk1a1,93687,14.781747,Csnk1a1,
1700019D03Rik,67080,21.385788,1700019D03Rik,
Dock6,319899,15.644771,Dock6,
Alg9,102580,14.234141,Alg9,
Faf2,76577,14.274861,Faf2,
Nudcd2,52653,14.763902,Nudcd2,
Dsel,319901,15.172917,Dsel,
Galt,14594,17.798098,Galt,
Ifnar1,15975,15.36063,Ifnar1,
Bccip,66165,14.900182,Bccip,
Ankrd55,77318,15.074756,Ankrd55,
Taf1c,21341,14.892332,Taf1c,
Pum1,80912,14.758595,Pum1,
Rcc2,108911,14.794385,Rcc2,
Otud4,73945,14.840556,Otud4,
Zic3,22773,14.853782,Zic3,
Sdf2l1,64136,14.720332,Sdf2l1,
Fbl,14113,14.409331,Fbl,
Rpl32,19951,10.721157,Rpl32,
Atmin,234776,14.776367,Atmin,
Sp1,20683,14.376031,Sp1,
Lcorl,209707,14.842437,Lcorl,
Rims3,242662,14.867146,Rims3,
Ifrd1,15982,14.338441,Ifrd1,
Ripk4,72388,14.801664,Ripk4,
Agk,69923,14.755068,Agk,
Pacrgl,66768,15.289679,Pacrgl,
Clec2l,665180,16.155403,Clec2l,
Suds3,71954,14.710089,Suds3,
Chchd7,66433,14.746298,Chchd7,
Cdk2,12566,14.602439,Cdk2,
Armc5,233912,15.037041,Armc5,
Shisa9,72555,15.383263,Shisa9,
Sbno2,216161,15.297668,Sbno2,
Luc7l3,67684,14.810819,Luc7l3,
Arhgap31,12549,14.798019,Arhgap31,
Megf10,70417,14.788954,Megf10,
Lrrc61,243371,14.89429,Lrrc61,
Tfam,21780,14.399921,Tfam,
Erh,13877,14.77101,Erh,
Slc9a9,331004,15.341144,Slc9a9,
Plcl1,227120,14.77995,Plcl1,
Hddc3,68695,14.900182,Hddc3,
Srcin1,56013,15.253019,Srcin1,
Selm,114679,17.193527,Selenom,
Cask,12361,14.548778,Cask,
Zc3h10,103284,14.9361,Zc3h10,
Abca3,27410,15.052439,Abca3,
Oxsm,71147,14.756831,Oxsm,
Brap,72399,14.865228,Brap,
Galr2,14428,15.34391,Galr2,
Sfxn5,94282,15.3274,Sfxn5,
Rps8,20116,10.695326,Rps8,
Mrpl49,18120,14.365553,Mrpl49,
Smn1,20595,15.698202,Smn1,
Mrpl46,67308,14.261546,Mrpl46,
Engase,217364,14.342279,Engase,
Cdk5r1,12569,15.363438,Cdk5r1,
Gab1,14388,14.763902,Gab1,
5730559C18Rik,67313,21.084198,5730559C18Rik,
Mafg,17134,15.287025,Mafg,
Gnai1,14677,14.9793005,Gnai1,
Acyp2,75572,14.918017,Acyp2,
Gmpr,66355,14.805318,Gmpr,
Rps6kb1,72508,15.284377,Rps6kb1,
Nudt17,78373,15.059093,Nudt17,
Plekhb1,27276,14.820039,Plekhb1,
Tns3,319939,15.194951,Tns3,
Zfp12,231866,20.2843,Zfp12,
Susd1,634731,14.744551,Susd1,
Cidea,12683,14.9482975,Cidea,
Gpr89,67549,20.166035,Gpr89,
Slc39a2,214922,15.856559,Slc39a2,
Hsdl2,72479,14.324463,Hsdl2,
Wdfy1,69368,14.798019,Wdfy1,
Smc6,67241,14.320678,Smc6,
Lrrc3b,218763,14.834928,Lrrc3b,
Ccdc152,100039139,15.232527,Ccdc152,
Crim1,50766,14.783545,Crim1,
Gpr176,381413,14.767451,Gpr176,
Acy1,109652,15.346683,Acy1,
Mga,232714,17.01188,Mga,
Itpr1,16438,15.187564,Itpr1,
Dclre1a,55947,14.760362,Dclre1a,
Ralbp1,19765,14.774578,Ralbp1,
Dym,69190,14.751554,Dym,
Rab11fip3,215445,14.772793,Rab11fip3,
Zfp354a,21408,21.385788,Zfp354a,
Ankrd24,70615,14.910059,Ankrd24,
Dcaf8,98193,14.912044,Dcaf8,
Bok,51800,15.313804,Bok,
Ptpru,19273,15.289679,Ptpru,
Mcat,223722,14.75331,Mcat,
Naa16,66897,15.32467,Naa16,
Gfra1,14585,15.268604,Gfra1,
Fen1,14156,14.143073,Fen1,
Pdcd6ip,18571,14.805318,Pdcd6ip,
Gpr17,574402,14.787148,Gpr17,
Kdm4b,193796,14.808982,Kdm4b,
Reep2,225362,14.805318,Reep2,
Pgr,18667,14.820039,Pgr,
1700052N19Rik,73419,21.084198,Armt1,
Nsun4,72181,14.767451,Nsun4,
Hdx,245596,14.77101,Hdx,
Phkb,102093,14.75331,Phkb,
Ctsd,13033,14.812657,Ctsd,
Cwc22,80744,14.640561,Cwc22,
Llph,66225,14.769229,Llph,
Armcx6,278097,16.912312,Armcx6,
Mcc,328949,15.10897,Mcc,
Rgs19,56470,14.876775,Rgs19,
Laptm4b,114128,14.75331,Laptm4b,
Ppil4,67418,14.723763,Ppil4,
Lysmd2,70082,14.792573,Lysmd2,
Zfp2,22678,16.437119,Zfp2,
Degs2,70059,14.769229,Degs2,
Ndufs7,75406,14.678175,Ndufs7,
Bre,107976,14.477506,Babam2,
Anxa7,11750,15.27384,Anxa7,
Necap2,66147,14.807149,Necap2,
Git1,216963,14.776367,Git1,
Cast,70333,17.522753,Cast,
Rnf139,75841,14.767451,Rnf139,
Slc25a23,66972,16.018175,Slc25a23,
Wipf1,215280,15.330138,Wipf1,
Sypl,19027,18.931433,Sypl1,
Ciz1,68379,14.968885,Ciz1,
Ccnj,240665,14.788954,Ccnj,
Uggt1,320011,14.774578,Uggt1,
Zfp62,22720,16.208149,Zfp62,
Abcb7,11306,14.278517,Abcb7,
Commd7,99311,14.744551,Commd7,
Pdk2,18604,15.432711,Pdk2,
Zadh2,225791,13.816118,Ptgr3,
Tmem106a,217203,15.015355,Tmem106a,
Tmem47,192216,14.77995,Tmem47,
Dtnb,13528,15.465738,Dtnb,
Hif1a,15251,15.265992,Hif1a,
Lrfn5,238205,15.319224,Lrfn5,
Vti1a,53611,14.288315,Vti1a,
C1qtnf2,69183,14.772793,C1qtnf2,
2700049A03Rik,76967,21.385788,2700049A03Rik,
Vps8,209018,14.216574,Vps8,
Fau,14109,15.537631,Fau,
Rnase4,58809,16.476221,Rnase4,
Smad3,17127,15.284377,Smad3,
Ube2d1,216080,15.321943,Ube2d1,
Gpm6b,14758,15.281735,Gpm6b,
Rhbdl1,214951,14.82189,Rhbdl1,
Tmem43,74122,14.591528,Tmem43,
Pde3a,54611,14.928033,Pde3a,
Gsto2,68214,16.202778,Gsto2,
Plekhg5,269608,15.3274,Plekhg5,
Sestd1,228071,14.767451,Sestd1,
Grid2,14804,14.792573,Grid2,
Klhdc10,76788,14.723763,Klhdc10,
2410002F23Rik,668661,22.813986,2410002F23Rik,
Ctnnd1,12388,14.807149,Ctnnd1,
Sclt1,67161,14.758595,Sclt1,
Dnajc21,78244,14.749799,Dnajc21,
Ank2,109676,15.253019,Ank2,
Saal1,78935,14.737585,Saal1,
Atl3,109168,15.1346445,Atl3,
Rccd1,269955,15.160834,Rccd1,
Plxnb2,140570,15.313804,Plxnb2,
Yeats4,64050,14.772793,Yeats4,
Zfp414,328801,20.907745,Zfp414,
Mfsd3,69572,15.077009,Mfsd3,
Pura,19290,14.597752,Pura,
Mtrr,210009,14.749799,Mtrr,
Stk19,54402,17.484127,Stk19,
Gpt,13478,15.934288,Gpt,
Tbc1d19,67249,14.739323,Tbc1d19,
Tubb2b,73710,16.476221,Tubb2b,
N4bp1,80750,14.798019,N4bp1,
Gorab,98376,14.464455,Gorab,
Pus3,67049,14.774578,Pus3,
Pi4kb,107650,14.836801,Pi4kb,
Stard5,170460,14.790761,Stard5,
Map3k13,71751,15.227454,Map3k13,
Timm10,30056,18.145218,Timm10,
Slc15a2,57738,14.788954,Slc15a2,
Rell2,225392,14.930044,Rell2,
Sycp3,20962,14.798019,Sycp3,
Ascc1,69090,14.76213,Ascc1,
Gprin3,243385,15.287025,Gprin3,
Ppp1r14b,18938,15.738831,Ppp1r14b,
Gin1,14606,17.960428,Gin1,
Fktn,246179,14.798019,Fktn,
Gnptg,214505,14.792573,Gnptg,
Pex10,668173,14.314389,Pex10,
Tgfb2,21808,14.792573,Tgfb2,
Rps18,20084,10.737547,Rps18,
Nudt13,67725,14.814498,Nudt13,
Pycrl,66194,14.576877,Pycr3,
G6pc3,68401,14.853782,G6pc3,
Nkrf,77286,14.769229,Nkrf,
Stxbp2,20911,15.097465,Stxbp2,
Col3a1,12825,15.330138,Col3a1,
Ipcef1,320495,15.052439,Ipcef1,
Tnfsf9,21950,16.099752,Tnfsf9,
Cntn1,12805,15.279097,Cntn1,
Kcnh3,16512,15.106662,Kcnh3,
Zcchc8,70650,14.767451,Zcchc8,
Aig1,56747,17.586458,Aig1,
Ctf1,13019,16.114697,Ctf1,
Med30,69790,14.414741,Med30,
Coq6,217707,14.077685,Coq6,
Filip1l,78749,14.758595,Filip1l,
Rps5,20103,14.003524,Rps5,
Dll4,100043609,18.764015,Dll4,
Psen2,19165,14.836801,Psen2,
Rragd,52187,14.890377,Rragd,
Lcmt2,329504,14.823745,Lcmt2,
Tmem179,104885,15.212351,Tmem179,
Lrrc59,98238,14.772793,Lrrc59,
Actr3b,242894,15.097465,Actr3b,
BC005624,227707,21.385788,BC005624,
Mafb,16658,15.026153,Mafb,
Amy1,11722,19.293514,Amy1,
Hexim1,192231,14.906099,Hexim1,
Eif4a3,192170,14.794385,Eif4a3,
Tigd2,68140,16.145107,Tigd2,
Slc10a3,214601,15.081528,Slc10a3,
Ngb,69237,17.653353,Ngb,
Ric3,320360,15.271219,Ric3,
Rnf10,50849,14.737585,Rnf10,
Syt10,54526,14.818189,Syt10,
Wnt5a,22418,14.855682,Wnt5a,
Zfp775,243372,21.385788,Zfp775,
Slc25a25,227731,15.284377,Slc25a25,
Ino80e,233875,15.050228,Ino80e,
Rapgefl1,268480,14.816343,Rapgefl1,
Tmem203,227615,14.814498,Tmem203,
Pex13,72129,14.254341,Pex13,
Ddx49,234374,14.763902,Ddx49,
Pdik1l,230809,14.833056,Pdik1l,
Slc2a4,20528,15.5636,Slc2a4,
Hecw1,94253,15.207356,Hecw1,
Snx14,244962,14.865228,Snx14,
Psmd13,23997,14.774578,Psmd13,
Nr2e1,21907,14.758595,Nr2e1,
Pa2g4,18813,15.36063,Pa2g4,
Sall3,20689,15.284377,Sall3,
Cldn12,64945,14.805318,Cldn12,
Slc39a8,67547,14.794385,Slc39a8,
Lypd6,320343,14.874843,Lypd6,
Snhg11,319317,20.907745,Snhg11,
Il1rap,16180,15.156033,Il1rap,
Hdac10,170787,14.842437,Hdac10,
Smad9,55994,14.812657,Smad9,
Trim45,19221,17.243074,Trim45,
Kcnf1,16518,16.30337,Kcnf1,
Ptx3,18742,15.807665,Ptx3,
Slitrk5,75409,15.165653,Slitrk5,
Fam174b,100038347,14.942185,Fam174b,
Dcaf12l1,245404,19.032642,Dcaf12l1,
Arhgef12,69632,15.27384,Arhgef12,
Pcdh7,54216,15.289679,Pcdh7,
Plekhf2,71801,14.77995,Plekhf2,
Prrt4,101359,15.738831,Prrt4,
5031439G07Rik,223739,21.124914,5031439G07Rik,
Dyx1c1,67685,14.464797,Dnaaf4,
Med6,69792,14.110504,Med6,
Mettl4,76781,14.276079,Mettl4,
Axl,26362,15.518491,Axl,
Calcoco1,67488,15.800291,Calcoco1,
Zscan20,269585,16.124754,Zscan20,
Ncoa7,56406,16.549742,Ncoa7,
Cd83,12522,14.950341,Cd83,
Fstl1,14314,15.2224,Fstl1,
Pck2,74551,15.054654,Pck2,
Dgkh,380921,14.801664,Dgkh,
Rpl24,68193,13.763464,Rpl24,
Rpl12,269261,13.619088,Rpl12,
Blmh,104184,14.763902,Blmh,
Ppp1r11,76497,14.983491,Ppp1r11,
Myadm,50918,15.658807,Myadm,
Ryr1,20190,15.66588,Ryr1,
Ppargc1b,170826,14.833056,Ppargc1b,
Myeov2,66915,16.138899,Cops9,
Nudcd1,67429,14.77101,Nudcd1,
Phrf1,101471,14.605575,Phrf1,
Svip,75744,14.477187,Svip,
Acvr1,11477,15.175347,Acvr1,
Lgr6,329252,15.204866,Lgr6,
Slc12a9,83704,14.792573,Slc12a9,
Gjb6,14623,16.176247,Gjb6,
Cox7a1,12865,16.921597,Cox7a1,
2700089E24Rik,381820,21.084198,Smim10l1,
Ly6e,17069,16.229862,Ly6e,
Adat3,100113398,15.092891,Adat3,
Scaper,244891,14.732386,Scaper,
Tmem126b,68472,16.186792,Tmem126b,
Rhbdd1,76867,14.785345,Rhbdd1,
Dlg4,13385,15.566882,Dlg4,
Mum1,68114,17.461943,Pwwp3a,
Hmgn5,50887,15.7769,Hmgn5,
Zfp362,230761,20.907745,Zfp362,
Gpatch8,237943,14.772793,Gpatch8,
Tmco3,234076,14.75331,Tmco3,
Aldh3a2,11671,15.644771,Aldh3a2,
Lta4h,16993,14.798019,Lta4h,
8030462N17Rik,212163,21.084198,Ark2n,
Os9,216440,14.89625,Os9,
Commd4,66199,14.732386,Commd4,
Zdhhc14,224454,14.867146,Zdhhc14,
Bcap29,12033,15.369071,Bcap29,
Prx,382209,16.6431,Prx,
Gm4980,100503386,21.084198,Tpbgl,
Rbm43,71684,15.271219,Rbm43,
Cpt2,12896,14.2957115,Cpt2,
Trip12,14897,14.769229,Trip12,
Mbnl1,56758,14.872914,Mbnl1,
Peg3,66549,18.145218,Peg3,
Msrb2,320183,18.24816,Msrb2,
Atp13a4,224079,15.753926,Atp13a4,
Rock2,19878,15.170491,Rock2,
Pdgfra,18595,14.749799,Pdgfra,
Hdac7,56233,15.330138,Hdac7,
Mknk1,17346,14.869065,Mknk1,
Kctd4,67516,14.801664,Kctd4,
Chadl,214685,15.380411,Chadl,
Tmem206,66950,14.125834,Pacc1,
Elavl2,15569,14.814498,Elavl2,
Zfp30,22693,17.008297,Zfp30,
Lenep,57275,15.613735,Lenep,
Scmh1,29871,15.199899,Scmh1,
Prpsap1,67763,15.065784,Prpsap1,
D8Ertd82e,244418,21.084198,Prag1,
Trim13,66597,14.758595,Trim13,
Fastk,66587,14.910059,Fastk,
Fam110b,242297,14.842437,Fam110b,
Mmp24,17391,14.746298,Mmp24,
Pola1,18968,14.698239,Pola1,
Top2b,21974,14.758595,Top2b,
1700025G04Rik,69399,20.721714,1700025G04Rik,
Abcf3,27406,14.756831,Abcf3,
Kdm5d,20592,18.856102,Kdm5d,
Cryl1,68631,14.744551,Cryl1,
Spg11,214585,14.607145,Spg11,
Slc35f2,72022,15.000388,Slc35f2,
Erlec1,66753,14.737585,Erlec1,
Plekhn1,231002,14.805318,Plekhn1,
Prpf31,68988,14.950341,Prpf31,
Ndufaf4,68493,14.77101,Ndufaf4,
Pde2a,207728,15.185111,Pde2a,
Gmeb1,56809,14.823745,Gmeb1,
Ece1,230857,14.749799,Ece1,
Dnajc19,67713,14.75331,Dnajc19,
Gpd2,14380,17.055033,Gpd2,
Dkkl1,50722,15.915374,Dkkl1,
Zfp668,244219,21.385788,Zfp668,
Rnf152,320311,14.814498,Rnf152,
Tcf3,21415,16.407312,Tcf3,
Slc26a11,268512,14.751554,Slc26a11,
2010015L04Rik,544678,21.084198,Cfap74,
Sema3c,20348,14.816343,Sema3c,
Mthfs,107885,14.402605,Mthfs,
Prkaa1,105787,14.808982,Prkaa1,
Efna3,13638,15.505883,Efna3,
Errfi1,74155,15.297668,Errfi1,
Rnf169,108937,14.758595,Rnf169,
Lhx6,16874,15.182663,Lhx6,
Ndufb10,68342,14.772793,Ndufb10,
Prnp,19122,15.394731,Prnp,
Ankfy1,11736,14.7169075,Ankfy1,
Grasp,56149,14.304093,Tamalin,
Zfp169,67911,21.124914,Zfp169,
Dlc1,50768,14.790761,Dlc1,
Spsb2,14794,16.05115,Spsb2,
Tbc1d22a,223754,14.79984,Tbc1d22a,
Cd24a,12484,22.813986,Cd24a,
Bivm,246229,15.441635,Bivm,
Fam13b,225358,14.836801,Fam13b,
Eif4ebp2,13688,14.834928,Eif4ebp2,
Fhit,14198,14.910059,Fhit,
Dmxl2,235380,14.781747,Dmxl2,
Tgfa,21802,14.788954,Tgfa,
Pik3r1,18708,14.774578,Pik3r1,
Nalcn,338370,14.748047,Nalcn,
Cacna1e,12290,15.276467,Cacna1e,
Ly96,17087,15.316511,Ly96,
Gltp,56356,14.650269,Gltp,
Fancm,104806,14.330798,Fancm,
Ly6c1,17067,22.813986,Ly6c1,
AI593442,330941,21.385788,AI593442,
Strbp,20744,14.8825865,Strbp,
St5,76954,14.058821,Dennd2b,
Mcm9,71567,14.783545,Mcm9,
Setd8,67956,16.580143,Setd8,
Pcif1,20747,18.61524,Pcif1,
Hspb2,69253,15.129937,Hspb2,
Chac2,68044,14.741062,Chac2,
Lrrc27,76612,15.560326,Lrrc27,
Tmem109,68539,15.092891,Tmem109,
Hdac4,15184,17.348036,Hdac4,
Osbpl3,71720,15.279097,Osbpl3,
Dnajc9,108671,14.798019,Dnajc9,
Pex16,18633,14.300665,Pex16,
Mospd2,76763,14.7289295,Mospd2,
Tas1r1,110326,15.36063,Tas1r1,
Cdh22,104010,15.17778,Cdh22,
Tmem184b,223693,15.227454,Tmem184b,
Spag7,216873,14.924016,Spag7,
Unc45a,101869,14.844321,Unc45a,
Zmynd19,67187,14.749799,Zmynd19,
Chd6,71389,14.818189,Chd6,
Znrf1,170737,14.794385,Znrf1,
0610007P14Rik,58520,20.400923,Erg28,
Ets2,23872,15.070263,Ets2,
Asxl3,211961,15.313804,Asxl3,
Mtf2,17765,14.746298,Mtf2,
Vtn,22370,15.321943,Vtn,
Bcl11b,58208,15.240174,Bcl11b,
Tex264,21767,15.313804,Tex264,
Zcchc3,67917,16.145107,Zcchc3,
Pard3,93742,15.168071,Pard3,
Pcdh18,73173,15.202379,Pcdh18,
Fam161a,73873,14.735849,Fam161a,
Ncapd2,68298,14.79984,Ncapd2,
Surf2,20931,14.785345,Surf2,
Plxnb1,235611,15.303024,Plxnb1,
Syt2,20980,15.292336,Syt2,
Nfkbiz,80859,14.816343,Nfkbiz,
Timp4,110595,15.214857,Timp4,
Tubgcp3,259279,14.781747,Tubgcp3,
Dtd1,66044,14.678175,Dtd1,
Lrrk2,66725,14.760362,Lrrk2,
Appl2,216190,14.744551,Appl2,
Epha3,13837,14.840556,Epha3,
Ttpa,50500,14.778158,Ttpa,
Tmem223,66836,14.900182,Tmem223,
Ctnnal1,54366,14.781747,Ctnnal1,
Rpn1,103963,14.109432,Rpn1,
Ghdc,80860,14.884529,Ghdc,
Fam109a,231717,14.691701,Pheta1,
Fat1,14107,15.209851,Fat1,
Inpp5k,19062,15.279097,Inpp5k,
Spr,21336,15.773583,Spr,
Ovca2,246257,14.838676,Ovca2,
Mtbp,105837,14.874843,Mtbp,
Celf3,78784,15.547309,Celf3,
Rbm5,83486,14.846208,Rbm5,
Rfx7,319758,15.168071,Rfx7,
Zfp809,235047,21.385788,Zfp809,
Eif3k,73830,14.352571,Eif3k,
Pgm2,72157,17.522753,Pgm2,
Elp4,77766,14.243607,Elp4,
Cntn3,18488,15.738831,Cntn3,
Fgfr1op,75296,14.031098,Cep43,
Ears2,67417,14.787148,Ears2,
1700049G17Rik,73430,21.084198,Zfp974,
Cbx6,494448,15.330138,Cbx6,
Tecpr1,70381,15.23762,Tecpr1,
Vrk1,22367,14.77995,Vrk1,
Ccdc88c,68339,14.820039,Ccdc88c,
Tmem181a,77106,21.712498,Tmem181a,
Nxn,18230,14.796202,Nxn,
Zfp13,22654,20.559002,Zfp13,
Prkacb,18749,15.34946,Prkacb,
Tsc22d2,72033,14.849989,Tsc22d2,
Tor1aip1,208263,15.928329,Tor1aip1,
Birc5,11799,15.499626,Birc5,
Lca5,75782,14.769229,Lca5,
Pcdhb15,93886,17.4279,Pcdhb15,
Nipal3,74552,14.772793,Nipal3,
Rasal2,226525,14.801664,Rasal2,
Mrps33,14548,14.296949,Mrps33,
Lyrm1,73919,14.744551,Lyrm1,
Gabarapl2,93739,14.774578,Gabarapl2,
Actb,11461,15.281735,Actb,
Spem1,74288,16.202778,Spem1,
Prdm15,114604,14.76213,Prdm15,
Fuz,70300,15.050228,Fuz,
Jak2,16452,15.276467,Jak2,
Sobp,109205,14.713493,Sobp,
Gdf11,14561,15.052439,Gdf11,
Ccdc25,67179,14.643789,Ccdc25,
Smap1,98366,14.855682,Smap1,
Ifit2,15958,16.450022,Ifit2,
Mctp1,78771,15.242732,Mctp1,
Lyrm7,75530,14.785345,Lyrm7,
Prkaca,18747,15.928329,Prkaca,
Ghitm,66092,14.763902,Ghitm,
Icam1,15894,16.176247,Icam1,
Nipa1,233280,14.76213,Nipa1,
Asb4,65255,14.774578,Asb4,
Cox6b2,333182,16.893936,Cox6b2,
Mtx1,17827,15.355033,Mtx1,
Lhx8,16875,15.23762,Lhx8,
Spred3,101809,15.092891,Spred3,
Recql,19691,14.798019,Recql,
Amph,218038,14.147478,Amph,
Blvra,109778,14.823745,Blvra,
Ccdc53,67282,14.509815,Washc3,
Pld6,194908,14.808982,Pld6,
Pi4ka,224020,15.276467,Pi4ka,
Ovgp1,12659,16.19743,Ovgp1,
Cobl,12808,14.863313,Cobl,
Ndufs8,225887,15.139367,Ndufs8,
BC004004,80748,21.385788,BC004004,
Txndc5,105245,14.727205,Txndc5,
Lrrtm3,216028,15.265992,Lrrtm3,
Rbm34,52202,14.790761,Rbm34,
Ddx24,27225,14.723763,Ddx24,
Nt5dc1,319638,14.844321,Nt5dc1,
Dcaf12,68970,14.296949,Dcaf12,
Gpr6,140741,15.077009,Gpr6,
6430571L13Rik,235599,21.712498,6430571L13Rik,
Tbc1d23,67581,14.266373,Tbc1d23,
Ankrd13a,68420,14.787148,Ankrd13a,
Ddr2,18214,15.287025,Ddr2,
Ddx56,52513,14.825602,Ddx56,
Gtf2a1,83602,14.735849,Gtf2a1,
Mitf,21786,16.254278,Mitf,
Tmcc1,319880,15.807665,Tmcc1,
Tmem41a,66664,15.297668,Tmem41a,
Dis3l2,208718,14.571505,Dis3l2,
Gstp1,14870,16.280083,Gstp1,
Dopey2,70028,14.3497305,Dop1b,
Btbd1,83962,15.255603,Btbd1,
Rad23a,19358,15.583423,Rad23a,
Nip7,66164,14.658414,Nip7,
Rundc3a,51799,15.36063,Rundc3a,
Ttc34,242800,14.888425,Ttc34,
Hscb,100900,14.026437,Hscb,
Col9a3,12841,14.846208,Col9a3,
Nprl3,17168,14.280959,Nprl3,
Hcn2,15166,15.363438,Hcn2,
Fzd6,14368,14.952389,Fzd6,
Rfc4,106344,14.188948,Rfc4,
Gpr135,238252,15.15364,Gpr135,
Manea,242362,14.827461,Manea,
Krt73,223915,17.965366,Krt73,
Nrd1,230598,16.490938,Nrdc,
Heatr5b,320473,14.746298,Heatr5b,
Alkbh4,72041,14.751554,Alkbh4,
Nudt19,110959,14.818189,Nudt19,
Cox5a,12858,15.303024,Cox5a,
Exosc8,69639,14.694873,Exosc8,
Pmp22,19301,15.571004,Pmp22,
Plcd3,72469,15.34946,Plcd3,
Apbb2,11787,15.242732,Apbb2,
Tnfsf12,21944,15.417972,Tnfsf12,
Zdhhc3,69035,15.260789,Zdhhc3,
Iah1,67732,14.701614,Iah1,
5730409E04Rik,230757,21.385788,5730409E04Rik,
Slc16a8,57274,15.212351,Slc16a8,
Zfp451,98403,20.907745,Zfp451,
Zmat3,22401,14.79984,Zmat3,
Shh,20423,15.352242,Shh,
Vapa,30960,15.163241,Vapa,
Farp1,223254,15.077009,Farp1,
Arid3a,13496,14.851885,Arid3a,
Ube3b,117146,14.778158,Ube3b,
Azi1,12009,15.825035,Cep131,
Prlhr,226278,15.391854,Prlhr,
Avp,11998,15.462701,Avp,
Adh5,11532,16.004297,Adh5,
Stmn2,20257,15.284377,Stmn2,
Tnpo2,212999,15.4297495,Tnpo2,
Wtap,60532,14.772793,Wtap,
Cdk16,18555,15.12291,Cdk16,
Abcg4,192663,15.271219,Abcg4,
Chka,192113,18.35969,Chka,
Flii,14248,13.475266,Flii,
Zfp644,52397,20.907745,Zfp644,
Reln,19699,14.844321,Reln,
