sgRNA,counts
Slc25a38_-_120114994.23-P2,3846
Dtymk_+_93801902.23-P1P2,3845
Psmb3_-_97703521.23-P1P2,3844
Gpx6_+_21312279.23-P1P2,3843
Pcyt2_+_120617843.23-P1P2,3843
Atg14_+_47568388.23-P1P2,3842
Afg3l2_-_67448959.23-P1P2,3839
Atp5b_+_128083321.23-P1P2,3838
Slc1a2_-_102706483.23-ENSMUST00000111212.1,3838
Slc17a6_-_51622112.23-P1P2,3838
Stx1a_-_135041244.23-P2,3836
Sepsecs_+_52669678.23-P1P2,3836
Ppp3r1_-_17159357.23-P1P2,3835
Ftl1_-_45459889.23-P1P2,3835
Fgfr4_-_55152827.23-P1P2,3835
Psmc3_-_91054331.23-P1P2,3835
Plxna4_+_32588178.23-P1P2,3834
Pik3r5_+_68432116.23-P1P2,3833
Fzd8_+_9213023.23-ENSMUST00000041080.5,3833
Pvalb_-_78206351.23-P1,3833
Erlin1_+_44069768.23-P1P2,3832
Bcl2l1_-_152830460.23-P1,3831
Igf1_+_87859311.23-P1,3829
Iba57_-_59163713.23-P1P2,3828
Slc18a1_+_69089139.23-P1,3828
Csf1_+_107760098.23-P1P2,3828
Gba_+_89202920.23-P1P2,3827
Optn_+_5064052.23-P1P2,3826
Ndufb5_+_32737052.23-P1P2,3825
Hspa8_-_40802627.23-P2,3823
Gosr1_+_76763558.23-P1P2,3822
Notch1_+_26503800.23-P1P2,3822
Dnajc13_+_104262886.23-P1P2,3821
Cox7a2_+_79759634.23-P1P2,3821
Pnp_-_50944551.23-P1P2,3819
Reep1_+_71707932.23-P1P2,3818
Cox7c_-_86046789.23-P1P2,3818
Aars2_+_45506896.23-P1P2,3818
Ndrg1_-_66969528.23-P1P2,3817
Apex2_+_150588096.23-P1P2,3817
Khdrbs1_-_129742237.23-P1P2,3817
Spg11_-_122118298.23-P1P2,3816
Vps13d_-_144974551.23-ENSMUST00000097796.2,3816
Casp9_-_141793871.23-P1P2,3814
Epg5_-_77938502.23-P1P2,3812
Dicer1_+_104751853.23-P1P2,3811
Ins2_+_142699530.23-P2,3809
Oprd1_-_132144365.23-P1P2,3809
Rhoa_+_108306459.23-P1P2,3807
Cln8_-_14889037.23-P1P2,3805
Anxa1_+_20390610.23-P1P2,3805
Nfkb1_-_135691424.23-P1P2,3805
Arsa_-_89476119.23-P1P2,3802
Btn1a1_-_23465857.23-P1P2,3799
Camk2a_-_60925690.23-P1P2,3799
Slc25a4_+_46210996.23-P1P2,3798
Oxr1_-_41789018.23-ENSMUST00000170127.1,3797
Dtymk_+_93801863.23-P1P2,3796
Uqcrfs1_-_30545325.23-P1P2,3796
Gpr37_+_25689462.23-P1P2,3796
Farsb_-_78488815.23-P1P2,3795
Actr10_-_70937982.23-P1P2,3795
Ighmbp2_-_3282772.23-P1P2,3794
non-targeting_00253,3793
Map2k7_-_4238873.23-P1P2,3791
Atp1a1_+_101604654.23-P1P2,3791
Ina_+_47014705.23-P1P2,3789
Cp_+_19957326.23-P1P2,3789
Dkk1_+_30549476.23-P1P2,3788
Sncb_+_54766494.23-P1P2,3787
Dntt_-_41029409.23-P1P2,3787
Arl6ip1_-_118129580.23-P1P2,3787
Ppt1_-_122836278.23-P1P2,3786
Nrtn_-_56757489.23-P1P2,3785
Cfl2_+_54862737.23-P1P2,3783
Cd200r1_-_44765853.23-P1P2,3782
Dync1h1_-_110601670.23-P1P2,3781
Cav1_+_17307836.23-P1,3781
Sepsecs_-_52669692.23-P1P2,3781
Dnajc3_+_118937960.23-P1P2,3780
Tdp1_+_99884563.23-P1P2,3780
Pde8b_+_95250248.23-P1,3780
Gabarap_-_69991671.23-P1P2,3780
2410137M14Rik_+_36981173.23-P1P2,3778
Mcu_-_59616659.23-P1P2,3778
Hsd17b10_+_152001878.23-P1P2,3775
Cln3_-_126583330.23-P1P2,3772
Sirt5_+_43365531.23-P1P2,3772
Dkk2_+_132085382.23-P1P2,3771
Ndufb9_+_58933828.23-P1P2,3771
Acox1_-_116198811.23-P1P2,3771
Slc6a4_-_77009331.23-P1,3770
Ndufc2_+_97400141.23-P1P2,3768
Psmb7_+_38643895.23-P1P2,3766
Tjp1_-_65371239.23-P1P2,3766
Npc2_-_84772871.23-P1P2,3766
Htr1a_+_105444080.23-P1P2,3765
Sacs_-_61173039.23-P1P2,3765
Trip4_-_65908727.23-P2,3765
Ung_+_114131296.23-P1P2,3765
Ndufa7_-_33824679.23-P1P2,3765
Shh_-_28467016.23-P1P2,3764
Ppargc1a_+_51553890.23-P1P2,3763
Sptbn2_+_4711187.23-P1P2,3763
Tfrc_+_32609204.23-P1P2,3763
Jag1_-_137116220.23-P1P2,3763
Tnf_+_35201975.23-P1P2,3762
Smpd1_+_105554507.23-P1P2,3762
Cyc1_+_76343589.23-P1P2,3762
Morc2a_-_3649520.23-P1P2,3761
Actr10_-_70937916.23-P1P2,3761
Ang5_+_43957240.23-P1P2,3761
Sugp1_+_70043221.23-P1P2,3761
Htra1_+_130936371.23-P1P2,3760
Fshr_+_89200662.23-P1P2,3760
Gad2_+_22622562.23-P1P2,3757
Tbk1_+_121586744.23-P1P2,3757
Cox4i1_-_120668324.23-P1P2,3757
Neurod1_+_79456630.23-P1P2,3755
Cyp2d22_-_82380198.23-P1P2,3755
Farsb_-_78488789.23-P1P2,3755
Apex1_+_50924989.23-P1P2,3754
Hspa1b_-_34959125.23-P1P2,3754
Mrc1_+_14229446.23-P1P2,3754
Apex1_+_50925037.23-P1P2,3753
Ptprc_+_138175105.23-P1P2,3753
Slc25a38_+_120114963.23-P2,3752
Cd200r4_-_44811824.23-P1P2,3750
Cpn1_+_43986489.23-P1P2,3750
Ndrg2_+_51913315.23-P1P2,3749
Psmb1_-_15498241.23-P1P2,3748
Msc_-_14755873.23-P1P2,3748
Zfp46_+_136286133.23-P2,3748
Pax6_-_105682804.23-P2,3747
Zfp78_-_6363375.23-P1P2,3746
Bcl6_-_23988342.23-P1P2,3744
Bak1_+_27028554.23-P1P2,3744
Dcx_+_143933059.23-P1P2,3743
Fgf1_+_38918641.23-P1P2,3742
Lrsam1_+_32961588.23-P1P2,3742
non-targeting_02739,3741
Folr1_-_101870664.23-P1,3741
Abhd16a_+_35089258.23-P1P2,3741
Fzd2_-_102604422.23-P1P2,3740
Dnali1_-_125065599.23-P1P2,3740
Dnah14_+_181741048.23-ENSMUST00000160345.1,3739
Pak3_+_143518544.23-P2,3739
Aga_+_53511836.23-P1P2,3739
Gemin4_+_76243510.23-P2,3736
Atxn1l_+_109737754.23-P1P2,3736
Scn11a_-_119825450.23-P1P2,3735
Gdap1_-_17145482.23-P1P2,3733
Eif2b2_-_85219548.23-P1P2,3730
Cyp7b1_-_18243276.23-P1P2,3729
Aldh18a1_+_40588367.23-P1P2,3728
Timm8a1_-_134541803.23-P1P2,3727
Zap70_+_36761885.23-P1P2,3725
Smurf2_+_106920669.23-P1P2,3725
Apoe_-_19698146.23-P1P2,3725
Klc4_+_46645074.23-P1P2,3724
Apc_-_34247721.23-P2,3723
Pla2g5_-_138819208.23-P1P2,3723
Psmd4_+_95042523.23-P1P2,3722
Kif5b_-_6241497.23-P1P2,3721
Klf4_+_55532465.23-P1P2,3721
Inf2_-_112604178.23-P2,3721
Tcerg1_-_42511529.23-P1P2,3721
Wdr45_-_7722314.23-P1P2,3718
Bad_+_6941952.23-P1P2,3717
Ascc1_+_60002881.23-P1P2,3717
Slc5a7_-_54298655.23-P1P2,3714
Pkd2_+_104459634.23-P1P2,3714
Stub1_+_25832942.23-P1P2,3713
Prkar1b_-_139129409.23-P1P2,3713
Ndufs4_+_114388049.23-P1P2,3712
Ppp5c_+_17027831.23-P1P2,3712
Serpina3k_-_104338402.23-P1P2,3711
Sbf1_+_89315215.23-P1P2,3711
Fas_+_34290738.23-P1P2,3710
Csf2_+_54249613.23-P1P2,3710
Sv2a_+_96181257.23-P1P2,3708
Uqcrc1_+_108936728.23-P1P2,3707
Nudt1_-_140331971.23-P1P2,3707
Ptges_-_30903203.23-P1,3707
Dio2_-_90738804.23-P1P2,3707
Nos3_-_24364827.23-P1P2,3706
Sigmar1_+_41741086.23-P1P2,3705
Psma5_-_108257314.23-P1P2,3704
Eno2_-_124769474.23-P1P2,3704
Gtf2h1_-_46796151.23-P1P2,3704
Psma6_-_55399083.23-P1P2,3701
Cyp7b1_+_18243264.23-P1P2,3701
Cd200r2_+_44867291.23-P1P2,3700
Hsd17b6_+_128007578.23-P1P2,3700
Zfyve27_-_42170610.23-P1P2,3699
Pak3_-_143518720.23-P2,3699
Kif5c_+_49619639.23-P1P2,3698
Rtn4_+_29693060.23-P1P2,3698
Scp2_-_108118556.23-ENSMUST00000030340.8,3696
Fis1_-_136962140.23-P1,3696
Gpx7_-_108406691.23-P1P2,3694
Smpd1_-_105554622.23-P1P2,3693
Tubb3_+_123411571.23-P1P2,3692
Eif4g2_+_111081521.23-P2,3692
Srsf7_-_80207259.23-P1P2,3692
Phex_-_157415057.23-P1P2,3691
Dagla_+_10304853.23-P1P2,3690
Renbp_-_73930770.23-P1P2,3689
Slc52a3_+_151996539.23-P1,3689
Ptbp2_+_119783171.23-P1P2,3688
Wnt5b_+_119544253.23-P1P2,3687
Dnajc10_-_80315783.23-P1P2,3686
Tyrp1_-_80834419.23-P1P2,3685
Hsd17b6_-_128007565.23-P1P2,3685
Psmc5_-_106256193.23-P1P2,3685
Ift57_+_49699498.23-P1P2,3683
Dlg4_+_70018452.23-P1,3683
Apex2_+_150587891.23-P1P2,3683
Trex1_+_109059170.23-P1P2,3683
Entpd1_+_40660068.23-P1P2,3682
Kl_-_150952684.23-P1P2,3682
Src_-_157424318.23-P1P2,3681
Dvl3_-_20517067.23-P1P2,3681
Hspd1_-_55087788.23-P1P2,3678
Csnk2a2_-_95488751.23-P1P2,3678
1700013F07Rik_+_108537609.23-P1P2,3677
Grin2a_+_9994996.23-P1P2,3676
Dnah10_+_124725339.23-P1P2,3675
Dnah9_-_66168279.23-P1P2,3674
Cyp2d12_+_82555468.23-P1P2,3672
Rtn2_-_19282731.23-P2,3671
Ubb_-_62551514.23-P1P2,3666
Mcu_-_59616581.23-P1P2,3664
Taf1_+_101532868.23-P1P2,3664
Dyrk1a_+_94569681.23-P1P2,3664
Bcl6_-_23988577.23-P1P2,3663
Ccnf_+_24251323.23-P1P2,3662
Tfcp2_+_100551908.23-P1P2,3660
Fggy_+_95557513.23-P1,3660
Bicd2_-_49341814.23-P1P2,3659
Kif5c_-_49619318.23-P1P2,3658
Afg3l2_+_67449146.23-P1P2,3656
Mfn2_-_147904639.23-P1P2,3656
Gdap1_-_17145400.23-P1P2,3656
Bdnf_+_109693634.23-P1P2,3655
Trpv4_+_114658331.23-P1P2,3655
Tat_-_109990481.23-P1P2,3655
App_+_85173670.23-P1P2,3653
Crp_-_172698286.23-P1P2,3653
Hspa9_+_34954115.23-P1P2,3651
Plcb4_-_135741886.23-ENSMUST00000110109.1,3651
Sorl1_-_42124063.23-P1P2,3651
Lmx1b_-_33640812.23-P1P2,3651
Hip1_-_135545081.23-P1P2,3650
Prdm8_-_98181279.23-P1P2,3647
Elavl3_-_22051938.23-P1P2,3646
Aars2_-_45506891.23-P1P2,3646
Gsn_+_35282469.23-P2,3645
Msra_-_64440868.23-P1P2,3645
Cacna1s_-_136052833.23-P1P2,3644
Polr3b_-_84622563.23-P1P2,3644
Gabarap_+_69991681.23-P1P2,3644
Fxn_+_24280548.23-P1P2,3643
Ap4m1_+_138172218.23-P1P2,3643
Tmx2_-_84677835.23-P1P2,3641
Rab7_-_88045085.23-P1P2,3640
Dctn3_+_41723103.23-P1P2,3639
Dnmt1_-_20952431.23-P1P2,3639
"Kcnma1_+_23803228.23-ENSMUST00000172099.2,ENSMUST00000074983.6",3639
Atp5e_+_174463992.23-P1P2,3637
Trap1_+_4077807.23-P1P2,3637
Hdac1_-_129542689.23-P1P2,3637
Rb1_-_73325779.23-P1P2,3635
Casp8_-_58795415.23-P1P2,3634
Crat_+_30415468.23-P1P2,3633
Wnt7a_+_91410882.23-P1P2,3632
Ube2v1_-_167631950.23-P1P2,3631
Ocln_-_100552581.23-P1P2,3631
F2rl3_+_72761876.23-P1P2,3630
Gdap2_+_100162501.23-P1P2,3630
Pik3ca_+_32397663.23-P1P2,3630
Psmd2_-_20651719.23-P1P2,3629
Aqp1_+_55336461.23-P1P2,3628
Chchd2_+_129886958.23-P1P2,3627
Nes_+_87971085.23-P1P2,3627
Hspa4_-_53300405.23-P1P2,3625
Mapk1_+_16983480.23-P1P2,3624
Wnt16_-_22288310.23-P1P2,3624
Gstm7_-_107931672.23-P1P2,3623
Chat_+_32460845.23-P1,3623
Hk1_+_62340120.23-P1P2,3622
Slc39a14_+_70350967.23-P1P2,3622
Tuba1b_+_98934446.23-P1P2,3622
Wwox_+_114439724.23-P1P2,3621
Wnt9a_-_59306983.23-P1P2,3621
Atxn2l_-_126503351.23-P1P2,3620
Grin2b_-_136172123.23-P1P2,3620
Fzd2_-_102604649.23-P1P2,3619
Braf_+_39725291.23-P1P2,3616
Tomm40l_+_171222250.23-P1P2,3616
Ngf_-_102470136.23-P1P2,3616
Klc3_+_19399712.23-P1,3616
Clp1_-_84727212.23-P1P2,3616
Srrm2_-_23803243.23-P1P2,3615
Il13ra1_+_36112176.23-P1P2,3615
Tmem63c_-_87026560.23-P1P2,3613
Cd44_-_102901435.23-P1P2,3612
Vrk1_+_106010349.23-P1P2,3612
non-targeting_02238,3611
Htra2_-_83054341.23-P1P2,3609
Zfyve27_-_42170636.23-P1P2,3609
Setx_-_29125230.23-P1P2,3608
Hsf1_-_76477449.23-P1P2,3608
Cdc42_-_137357598.23-P1P2,3608
Pnkp_+_44857397.23-P1P2,3607
Disc1_-_125054110.23-P1P2,3606
Slc9a5_-_105348228.23-P1P2,3606
Tmem184b_+_79403248.23-P1P2,3604
Ramp2_+_101246422.23-P1P2,3604
Pick1_+_79229401.23-P1P2,3603
Prps1_-_140456630.23-P1P2,3601
Tlr2_+_83841518.23-P1P2,3601
Tdp1_-_99884556.23-P1P2,3600
Lrrk2_-_91673302.23-P1P2,3600
Cyc1_-_76343539.23-P1P2,3599
Vip_-_5639264.23-P1P2,3599
Slc1a2_-_102706517.23-ENSMUST00000111212.1,3598
Axin2_-_108920851.23-P1P2,3598
Tnfrsf1a_+_125349827.23-P1P2,3598
Dnal1_+_84114391.23-P1P2,3596
Wfs1_+_36988893.23-P1P2,3594
Cox5a_+_57521305.23-P1P2,3592
Wfs1_+_36988955.23-P1P2,3590
Lmna_-_88503236.23-P1P2,3588
Sgk1_-_21994292.23-P1P2,3588
Maoa_+_16619858.23-P1P2,3587
Lsm2_+_34981878.23-P1P2,3587
Tyrobp_+_30413854.23-P1P2,3586
Dctn3_+_41723126.23-P1P2,3586
Hcrt_+_100762905.23-P1P2,3585
Zfp629_-_127615187.23-P1P2,3585
Slc2a1_-_119108781.23-P1P2,3584
Grin2c_+_115267060.23-P1P2,3584
Ndufa6_-_82354039.23-P1P2,3584
Wnt2_-_18030329.23-P1P2,3584
Dbh_+_27165539.23-P1P2,3580
Cln6_-_62838859.23-P1P2,3579
Samd9l_+_3399326.23-P1P2,3578
Tgm6_-_130123364.23-P1P2,3574
Cpt1c_+_44974728.23-P1P2,3574
Rasgrf1_+_89909928.23-P1P2,3574
Ano10_-_122294370.23-P1P2,3574
Fgf1_-_38918616.23-P1P2,3573
Kif20b_-_34922623.23-P1P2,3573
Plcb2_-_118728347.23-P1P2,3572
Kidins220_-_24974966.23-P1P2,3571
Grin2b_+_136172089.23-P1P2,3571
Cycs_+_50566535.23-P1P2,3571
Mpv17_+_31154179.23-P1P2,3570
Vapb_+_173737591.23-P1P2,3570
Wnt11_+_98838983.23-P2,3567
Stip1_+_7039934.23-P1P2,3567
Sptlc1_+_53377345.23-P1P2,3566
Eif2b1_+_124579002.23-P1P2,3565
Tubb4a_-_57087546.23-P1P2,3564
Calm2_+_87447009.23-ENSMUST00000040440.6,3562
Cdca5_-_6085140.23-P1P2,3562
Csf2_-_54249555.23-P1P2,3562
Dlg4_+_70024020.23-P2,3561
Vcam1_+_116129387.23-P1P2,3560
Atg13_+_91710519.23-P1P2,3559
Tpp2_+_43934072.23-P1P2,3559
H2-M11_-_36547125.23-ENSMUST00000041964.6,3558
Ndufa4l2_-_127515001.23-P1P2,3558
Tmem175_-_108629900.23-P1P2,3558
Psmb7_-_38643874.23-P1P2,3557
A2m_-_121636252.23-P1P2,3556
Abl1_-_31688573.23-P1P2,3556
Tpp1_+_105752151.23-P1P2,3556
Serpina3a_+_104113015.23-P1P2,3555
Tbk1_+_121586718.23-P1P2,3555
Psen1_-_83688223.23-P1P2,3554
Padi2_-_140924342.23-P2,3552
Ak4_+_101419709.23-P1P2,3552
Sqstm1_+_50202808.23-P2,3548
Tlr2_+_83841514.23-P1P2,3547
Mtdh_+_34082893.23-P1P2,3547
Atp6ap2_+_12587852.23-P1P2,3547
S100a10_+_93555390.23-P1P2,3547
Prdm12_+_31639804.23-P1P2,3546
Casp7_+_56397286.23-P1P2,3543
Atn1_+_124756647.23-P1P2,3542
Cox6b1_-_30625860.23-P1P2,3542
Lyst_-_13590493.23-P1P2,3541
Pcna_-_132253186.23-P1P2,3541
Pklr_+_89136159.23-P1P2,3541
Clcc1_+_108653943.23-P1P2,3540
Eif2b2_+_85219543.23-P1P2,3537
Uqcr10_+_4704106.23-P1P2,3537
Spg7_+_123065839.23-P1P2,3537
Hpdl_-_116821475.23-P1P2,3536
Dhtkd1_-_5942744.23-P1P2,3535
Exosc8_+_54735020.23-P1P2,3534
Wnt3_+_103774274.23-P1P2,3533
Camk2a_+_60925698.23-P1P2,3533
Ireb2_-_54863867.23-P1P2,3532
Cox6b2_-_4753046.23-P1P2,3531
Tubb4b_-_25224403.23-P1P2,3530
Exosc8_+_54734996.23-P1P2,3529
Psmd8_+_29180631.23-P1P2,3528
Dvl1_-_155847482.23-P1P2,3528
Gsk3a_+_25237652.23-P1P2,3527
Ppid_+_79591453.23-P1P2,3527
Gfap_-_102897097.23-P1P2,3526
Gria2_+_80802695.23-P1P2,3526
Maneal_+_124862226.23-P1P2,3525
Esr2_+_76177006.23-P1P2,3524
Morc2a_+_3649586.23-P1P2,3524
Exosc3_+_45320614.23-P1P2,3524
Ang4_-_51773247.23-P1P2,3523
Itm2b_-_73385223.23-P1,3523
Adrm1_-_180171639.23-P1P2,3523
Bean1_+_104170616.23-P1P2,3522
Dvl1_+_155847508.23-P1P2,3521
Itpr3_+_27057380.23-P1P2,3520
Slc18a2_-_59260972.23-P1P2,3520
Hdac6_+_7947761.23-P1P2,3517
Wnt7a_-_91411317.23-P1P2,3517
Aptx_-_40702951.23-P1P2,3515
Tfg_+_56717220.23-P1P2,3515
Ddit3_-_127290891.23-P1P2,3513
Map3k10_+_27674535.23-P1P2,3510
Letm1_+_33782581.23-P1P2,3509
Eif4g2_+_111082974.23-P1,3509
Spg21_+_65461019.23-P1P2,3508
Tspo_-_83563662.23-P1P2,3507
Cisd2_+_135423384.23-P1P2,3507
Atr_-_95857728.23-P1P2,3506
Msra_-_64440837.23-P1P2,3505
Mapk14_-_28691446.23-P1P2,3505
Tppp3_+_105471368.23-P1P2,3505
Synj1_+_91010961.23-P1P2,3505
Acsbg1_-_54661623.23-P1P2,3504
Ttc19_-_62281498.23-P1P2,3504
Pmpca_-_26389412.23-P1P2,3504
Zfp78_-_6363363.23-P1P2,3503
Optn_-_5064000.23-P1P2,3502
Lmnb1_+_56707934.23-P1P2,3502
Ndufb10_+_24724350.23-P1P2,3502
Kat5_-_5609957.23-P1P2,3500
Hspa5_-_34772127.23-P1P2,3500
Exosc9_+_36552697.23-P1P2,3499
Ptbp2_+_119783216.23-P1P2,3499
Tuba1c_+_99030523.23-P1P2,3499
Pvalb_-_78206340.23-P1,3498
Rab5a_-_53479326.23-P1P2,3496
Wnt8b_+_44493529.23-P1P2,3496
Ppp3cc_-_70289425.23-P1P2,3495
Ang_+_51096831.23-P1,3491
Gpx3_+_54903158.23-P1P2,3488
Vwa3b_+_37153869.23-P1P2,3487
Prdx3_+_60874463.23-P1P2,3486
Vim_+_13574315.23-P1P2,3485
App_+_85173639.23-P1P2,3484
Chmp2b_-_65562691.23-P1P2,3483
Cd40lg_+_57212182.23-P1P2,3482
Vps41_-_18717321.23-P1P2,3481
Tpo_-_30132580.23-P1P2,3480
Apoa1_-_46228733.23-P1P2,3480
Ace_+_105968014.23-P1P2,3480
Nlrp3_-_59541852.23-P1,3478
Lingo1_+_56634969.23-P1P2,3478
Gpx3_-_54902930.23-P1P2,3476
Rab8a_+_72161422.23-P1P2,3476
Hspb1_-_135888009.23-P1P2,3476
Cacna1f_-_7607164.23-P1P2,3475
Fgf2_+_37348439.23-ENSMUST00000038885.3,3475
Atn1_-_124756716.23-P1P2,3475
Tead1_+_112679442.23-P1P2,3473
Gpx4_-_80053641.23-P1P2,3473
non-targeting_00957,3472
Reep2_+_34840696.23-P1P2,3471
Srrm2_-_23803263.23-P1P2,3471
Inf2_-_112588846.23-P1,3471
Elp3_-_65593051.23-P1P2,3469
Atp6ap2_-_12587848.23-P1P2,3467
Calb2_+_110168191.23-P1P2,3467
Metrn_+_25796867.23-P1P2,3465
Nhlrc1_-_47014827.23-P1P2,3465
Reep1_-_71707884.23-P1P2,3465
Chchd2_+_129887044.23-P1P2,3463
Elovl4_-_83806210.23-P1P2,3463
Fars2_+_36118214.23-P1P2,3463
Galc_+_98259307.23-P1P2,3462
Erbb4_+_69108559.23-P1P2,3462
Socs3_-_117969157.23-P1P2,3462
Ndufb3_-_58586836.23-P1P2,3462
Ppid_+_79591447.23-P1P2,3461
Ace_+_105968023.23-P1P2,3461
Nefl_+_68083898.23-P1P2,3460
Cd55_+_130462445.23-P1P2,3459
Glb1_-_114401167.23-P1P2,3459
Slc1a3_-_8710195.23-P1P2,3458
Ano10_+_122294194.23-P1P2,3458
Slc1a1_-_28835132.23-P1P2,3455
Tat_-_109990472.23-P1P2,3455
Crp_+_172698102.23-P1P2,3454
Cox7a2_-_79759510.23-P1P2,3453
Camk2b_+_6065133.23-P1P2,3452
Sort1_+_108284193.23-P1P2,3450
Tmem230_-_132247773.23-P1P2,3447
Btn1a1_+_23465850.23-P1P2,3447
Cln5_+_103070323.23-P1P2,3446
Cnr1_-_33924712.23-P1P2,3445
Angpt4_-_151911266.23-P1P2,3444
Mapk11_+_89149586.23-P1P2,3442
Prkcg_+_3303560.23-P1P2,3440
Homer1_+_93304139.23-P1P2,3440
Slc18a2_-_59260947.23-P1P2,3439
Snca_-_60828800.23-P1P2,3437
Cox6c_-_35937926.23-P1P2,3434
Tppp_+_74009457.23-P1P2,3433
Esr2_+_76177247.23-P1P2,3431
Nr4a2_-_57114907.23-P1,3430
Psmd4_-_95042368.23-P1P2,3430
Sdha_+_74350147.23-P1P2,3429
non-targeting_03178,3428
Tmx2_-_84677841.23-P1P2,3428
Tfg_+_56717132.23-P1P2,3427
Cox4i2_+_152754399.23-P1P2,3425
Ang_+_51091141.23-P2,3425
Exosc8_+_54735017.23-P1P2,3425
Dkk1_+_30549542.23-P1P2,3422
non-targeting_02573,3422
Hspa8_-_40801353.23-P1,3421
Serpina3i_-_104263129.23-P1P2,3420
Rmdn3_-_119156935.23-P1P2,3419
Map3k10_-_27674531.23-P1P2,3417
Map2k5_+_63377633.23-P1P2,3417
Dnah2_-_69549111.23-ENSMUST00000108659.1,3415
Endou_-_97730910.23-P2,3415
Gusb_+_130002860.23-P1P2,3413
Slc52a3_+_151999926.23-P2,3412
Lsm2_+_34981917.23-P1P2,3411
Ndufc2_-_97400099.23-P1P2,3410
Vps13d_-_144974581.23-ENSMUST00000097796.2,3410
H2-M10.5_+_36773381.23-ENSMUST00000041531.6,3409
2810006K23Rik_+_124328190.23-P1P2,3407
Slc44a1_+_53440510.23-P1P2,3407
Ampd2_-_108085356.23-P2,3406
Ptpn13_+_103425303.23-P1P2,3406
Dlg4_+_70023934.23-P2,3405
Slc30a10_-_185455132.23-P1P2,3405
Dpp6_+_27261987.23-P1,3404
Psen1_-_83688178.23-P1P2,3403
Dbn1_-_55488013.23-P1P2,3403
Nop56_-_130274476.23-P1P2,3402
Psmd2_-_20651783.23-P1P2,3402
Cacna1f_+_7607371.23-P1P2,3401
Sugp1_+_70043104.23-P1P2,3401
Dtymk_-_93801843.23-P1P2,3401
Hk1_-_62340082.23-P1P2,3398
Ndufs8_+_3912670.23-P1P2,3398
Cyp27a1_-_74713765.23-P1P2,3398
Rmdn1_+_19575249.23-P1P2,3397
Sdha_+_74350144.23-P1P2,3397
Mpp1_-_75130928.23-P1P2,3397
Psma5_+_108257041.23-P1P2,3396
Als2_-_59237059.23-P1P2,3396
Sdf4_-_155993317.23-P1P2,3395
Pmp2_+_10197144.23-P1P2,3394
Uqcr10_+_4704155.23-P1P2,3393
non-targeting_04174,3392
Echs1_-_140116386.23-P1P2,3391
Optn_-_5064022.23-P1P2,3390
Cyp2d11_-_82394046.23-ENSMUST00000170255.1,3389
Atg12_-_46741565.23-P1P2,3389
Optn_-_5063987.23-P1P2,3388
Casp9_+_141793852.23-P1P2,3386
Anxa5_-_36475606.23-P1P2,3386
Gemin4_-_76217491.23-P1,3385
Uchl4_+_64235186.23-ENSMUST00000039011.3,3384
Cat_+_103484919.23-P1P2,3383
Fam83e_+_45721249.23-P1P2,3382
Mapk9_-_49846815.23-P1P2,3381
Cdc27_-_104550098.23-P1P2,3380
Ndufs2_-_171237334.23-P2,3380
Txn1_-_57956273.23-P1P2,3378
Junb_+_84978675.23-P1P2,3378
Pum1_-_130663431.23-P1P2,3377
Vdac2_-_21831552.23-P1P2,3374
Sdhc_+_171150376.23-P1P2,3374
Uqcr10_+_4704318.23-P1P2,3373
Ywhag_-_135934547.23-P1P2,3373
Grm5_-_87584504.23-P1P2,3372
Slc25a38_+_120110461.23-P1,3372
Pnp2_-_50956186.23-P1P2,3372
Ap4m1_-_138172144.23-P1P2,3370
Cfdp1_+_111854231.23-P1P2,3370
Lsm2_+_34981904.23-P1P2,3370
Atrip_+_109074090.23-P1P2,3370
Zbtb20_-_43621307.23-P1P2,3368
non-targeting_03403,3368
Clu_-_65968688.23-P1,3367
Bean1_+_104170585.23-P1P2,3366
Scn8a_+_100870978.23-P1P2,3366
Cxcl13_+_95956955.23-P1P2,3365
Prps1_+_140456667.23-P1P2,3364
Actr1b_-_36709913.23-P1P2,3364
Tomm40_-_19715196.23-P1P2,3364
Pin1_+_20652200.23-P1P2,3364
Dnm2_-_21424948.23-P1P2,3363
Mapk12_+_89140624.23-P1P2,3359
Dbh_-_27165594.23-P1P2,3357
Gad2_+_22622551.23-P1P2,3356
Slc52a3_+_151996618.23-P1,3356
Cox7b2_-_71548214.23-P1P2,3355
Pawr_-_108332159.23-P1P2,3354
Bscl2_+_8840582.23-P1,3353
non-targeting_04076,3353
Abca7_-_79996552.23-P1P2,3352
Gle1_+_29935497.23-P1P2,3351
Atxn2l_-_126503338.23-P1P2,3350
Plcg1_+_160731287.23-P1P2,3350
Nlrp3_+_59542763.23-P2,3349
Cd200r2_+_44867282.23-P1P2,3349
Ndufa3_+_3617574.23-P1P2,3348
Pvalb_+_78203804.23-P2,3346
Fzd9_+_135251127.23-P1P2,3346
Atg7_-_114643164.23-P1P2,3346
Atf4_-_80255475.23-P1P2,3342
Ndufa2_+_36744513.23-P1P2,3342
Hes3_-_152291629.23-P1P2,3342
Ndufc1_+_51408948.23-P1P2,3342
Canx_-_50325574.23-P1P2,3342
Cant1_+_118418963.23-P1P2,3341
Pde9a_-_31386256.23-P1P2,3340
Cox6c_-_35938001.23-P1P2,3340
Ocln_+_100552210.23-P1P2,3340
Klk6_-_43824553.23-P1P2,3338
Cant1_-_118418899.23-P1P2,3337
